3.150000000000000022e-01 -2.553454779633454308e+01 1.860883999411802714e+00
3.449999999999999734e-01 -3.657041964381237165e+01 1.228617553553103953e-01
3.750000000000000000e-01 -3.711452911442678726e+01 6.710439853305727453e-02
4.050000000000000266e-01 -3.668834968638194027e+01 5.052952126006315242e-02
4.349999999999999978e-01 -3.651006592061958855e+01 4.608744099098843056e-02
4.650000000000000244e-01 -3.743756304305592408e+01 7.860406299489607063e-02
4.949999999999999956e-01 -3.718600769299275299e+01 1.029912740454263231e-01
5.250000000000000222e-01 -3.427434948782268265e+01 1.296273476177302320e-01
5.550000000000000488e-01 -2.934829822137855970e+01 2.331117045301447643e-01
5.849999999999999645e-01 -2.576041692919224246e+01 1.402571603140244094e-01
6.149999999999999911e-01 -2.138016078479349957e+01 1.887961424624685913e-01
6.450000000000000178e-01 -1.446776272606973102e+01 2.070732163003597692e-01
6.750000000000000444e-01 -1.138908337085230826e+01 8.771740124773395042e-01
7.049999999999999600e-01 -8.801353127932204146e+00 1.539966246870985711e-01
7.349999999999999867e-01 -7.042329400389088612e+00 9.988472455993137322e-02
7.650000000000000133e-01 -5.503166444213474229e+00 6.055893289598943824e-02
7.950000000000000400e-01 -4.492341349412003026e+00 3.764867188923785857e-02
8.249999999999999556e-01 -3.820541306383935076e+00 2.931068258768319487e-02
8.549999999999999822e-01 -3.328147422930609167e+00 2.079627401916560314e-02
8.850000000000000089e-01 -3.004143851011270794e+00 1.940255020230235994e-02
9.150000000000000355e-01 -2.588365328215441519e+00 1.670853229740371093e-02
9.449999999999999512e-01 -2.168749519812013027e+00 1.494602280046227263e-02
9.749999999999999778e-01 -1.828985795110045665e+00 1.288690193001276393e-02
1.004999999999999893e+00 -1.537726800112753756e+00 1.120975459416555936e-02
1.034999999999999920e+00 -1.274606400213893265e+00 9.084495996423256128e-03
1.064999999999999947e+00 -1.062016133700331988e+00 7.381561467294117489e-03
1.094999999999999973e+00 -8.884643208492170041e-01 5.909023472010325150e-03
1.125000000000000000e+00 -7.429283839019025226e-01 4.710771633825269061e-03
1.155000000000000027e+00 -6.256853539789607455e-01 4.285767664923417763e-03
1.185000000000000053e+00 -5.213080399533722709e-01 3.510381261778989462e-03
1.215000000000000080e+00 -4.324686113620424543e-01 3.091492675955812529e-03
1.245000000000000107e+00 -3.505685934380797231e-01 2.880591374635996325e-03
1.274999999999999911e+00 -2.825663071150526506e-01 2.527110215844447730e-03
1.304999999999999938e+00 -7.810499142420710417e-01 5.476430759006607474e-01
1.334999999999999964e+00 -1.735746495826292757e-01 1.848367313989694770e-03
1.364999999999999991e+00 -1.312831602431595301e-01 1.498541025217998632e-03
1.395000000000000018e+00 -9.626715365940860525e-02 1.179510404035846380e-03
1.425000000000000044e+00 -6.787182445189390845e-02 8.639990103536735995e-04
1.455000000000000071e+00 -4.647301376671974377e-02 6.689196378298566635e-04
1.485000000000000098e+00 -3.130466104182798998e-02 4.455889734356586486e-04
