#Table 2: Descomposition of the Energy Difference
Name,dE^{LJ},err,dE^{CRF},err,dE^{tot},err
Arginine_H+,-28.23866195610204,2.562751886120459,24.057161565344636,4.590752938190229,-3.8056672422929405,2.6382435063666354
Asparagine,-15.171237745205337,2.6681993834170314,6.112499440829561,4.563885291767419,-9.616914104850817,2.5628387316597077
Glutamic_Acid,-5.823845967611255,2.5237668692246187,-5.841876036416215,4.492625418993689,-10.941693412407199,2.5305009912597156
Glycine,-18.538889557418095,2.6653468604422237,15.720400798337621,4.664033163581135,-1.2892510347236676,2.6284237968156887
Isoleucine,-20.118729993499873,2.6868636686444582,18.919971405119284,4.757702280764261,-0.3394163961155864,2.6702823690970425
Phenylalanine,-15.012469750326119,2.728140261516075,6.845996384574915,4.931616414194891,-8.262165100000129,2.7882223367297216
Water,3.0369704311357273,4.448073459428102,-5.955480250812048,7.852883966702392,-0.3913535904532764,4.320018416290678
