3.150000000000000022e-01 -1.532284029145069653e+05 2.691329282832582948e+01
3.449999999999999734e-01 -1.532115992616600706e+05 8.767663024969145624e+00
3.750000000000000000e-01 -1.532219879868180142e+05 2.310335411841800912e+00
4.050000000000000266e-01 -1.532161002808235644e+05 1.759521341889967339e+00
4.349999999999999978e-01 -1.532202908796283009e+05 2.715383028608315819e+00
4.650000000000000244e-01 -1.532297871001402673e+05 5.760751584661754521e+00
4.949999999999999956e-01 -1.532282969351875945e+05 1.248677898138949693e+01
5.250000000000000222e-01 -1.532609901831421885e+05 1.648793772768728161e+01
5.550000000000000488e-01 -1.532253773688172805e+05 9.530462842018653902e+00
5.849999999999999645e-01 -1.532144490442546376e+05 6.933357933273579299e+00
6.149999999999999911e-01 -1.532031522813902120e+05 5.794242855053964192e+00
6.450000000000000178e-01 -1.532065699721534038e+05 4.490304158038761706e+00
6.750000000000000444e-01 -1.532038449078029953e+05 3.369180946785101938e+00
7.049999999999999600e-01 -1.531976197855547362e+05 3.004486595468352395e+00
7.349999999999999867e-01 -1.532046327283062565e+05 2.912877779728139771e+00
7.650000000000000133e-01 -1.532006332520844589e+05 3.140122554876642713e+00
7.950000000000000400e-01 -1.532032484159502201e+05 3.031492573188954154e+00
8.249999999999999556e-01 -1.532048107709193719e+05 3.011920142079092866e+00
8.549999999999999822e-01 -1.532156462531858997e+05 3.286987124625931234e+00
8.850000000000000089e-01 -1.532166786657892808e+05 3.034216495401401925e+00
9.150000000000000355e-01 -1.532098730240404257e+05 3.285419638800468611e+00
9.449999999999999512e-01 -1.532106934119977814e+05 3.270388999871514546e+00
9.749999999999999778e-01 -1.532037443194511579e+05 3.127885712823628594e+00
1.004999999999999893e+00 -1.531935518260766694e+05 3.162939357794421813e+00
1.034999999999999920e+00 -1.531986988021135621e+05 3.111293911535086831e+00
1.064999999999999947e+00 -1.531965223916594405e+05 3.160867367418062734e+00
1.094999999999999973e+00 -1.532000877938112244e+05 3.212472305534677108e+00
1.125000000000000000e+00 -1.531923223685792473e+05 3.218252064770273257e+00
1.155000000000000027e+00 -1.532050916508245282e+05 3.083104714586775152e+00
1.185000000000000053e+00 -1.531963522830950678e+05 3.182239218615921850e+00
1.215000000000000080e+00 -1.531973101018096786e+05 3.196213844537440174e+00
1.245000000000000107e+00 -1.531930519058191858e+05 3.233130736295322105e+00
1.274999999999999911e+00 -1.531976184772909328e+05 3.313406902808218035e+00
1.304999999999999938e+00 -1.532018189640368219e+05 3.190098304618761649e+00
1.334999999999999964e+00 -1.532001095364148496e+05 3.191940821882124801e+00
1.364999999999999991e+00 -1.532028181504460226e+05 3.208353611356868029e+00
1.395000000000000018e+00 -1.531988233092889423e+05 3.138971238751998794e+00
1.425000000000000044e+00 -1.532054679020082986e+05 2.719659109364120919e+00
1.455000000000000071e+00 -1.531990094264739309e+05 2.444342236036518567e+00
1.485000000000000098e+00 -1.532022087936803291e+05 2.356009494147814909e+00
