3.150000000000000022e-01 -1.598540436733429378e+05 6.308581068758552135e+01
3.449999999999999734e-01 -1.599135577151612088e+05 5.460002816141471982e+00
3.750000000000000000e-01 -1.599280452996810782e+05 2.021676461692678117e+00
4.050000000000000266e-01 -1.599285367956155969e+05 1.637221574624321274e+00
4.349999999999999978e-01 -1.599270216347642709e+05 2.216106425340040431e+00
4.650000000000000244e-01 -1.599226780804946611e+05 3.352220194073215698e+00
4.949999999999999956e-01 -1.599293535947520577e+05 5.181746394223699426e+00
5.250000000000000222e-01 -1.599061087497098779e+05 9.843172726633033776e+00
5.550000000000000488e-01 -1.599248920862909581e+05 8.341874056212088107e+00
5.849999999999999645e-01 -1.599166306437144231e+05 5.494615976450663908e+00
6.149999999999999911e-01 -1.599024224326433323e+05 4.362621752469721059e+00
6.450000000000000178e-01 -1.599026841660511855e+05 3.878074159436193380e+00
6.750000000000000444e-01 -1.599091665548538149e+05 3.948223201163790996e+00
7.049999999999999600e-01 -1.599100066680140153e+05 4.177299908478314450e+00
7.349999999999999867e-01 -1.599011319693629339e+05 4.178364131880302423e+00
7.650000000000000133e-01 -1.598963276293866220e+05 5.272796961484122136e+00
7.950000000000000400e-01 -1.599014642982693622e+05 5.872738092535444210e+00
8.249999999999999556e-01 -1.598942645367764053e+05 6.542450621726739968e+00
8.549999999999999822e-01 -1.598910271002317022e+05 5.413973155856521835e+00
8.850000000000000089e-01 -1.598737232972501079e+05 4.370779533931917094e+00
9.150000000000000355e-01 -1.598818368892514845e+05 4.035916007071899791e+00
9.449999999999999512e-01 -1.598728134040065052e+05 3.913966827731954812e+00
9.749999999999999778e-01 -1.598821856723241217e+05 3.540726808048003882e+00
1.004999999999999893e+00 -1.598773836465133936e+05 3.081870765242405330e+00
1.034999999999999920e+00 -1.598807526939157688e+05 3.159218626636859373e+00
1.064999999999999947e+00 -1.598718692881503666e+05 2.867869811680086034e+00
1.094999999999999973e+00 -1.598741940254207293e+05 2.936106330384973706e+00
1.125000000000000000e+00 -1.598737292745054583e+05 3.074445290236785588e+00
1.155000000000000027e+00 -1.598719539794230659e+05 2.909793964265619870e+00
1.185000000000000053e+00 -1.599064481456963695e+05 8.606907985584646781e+01
1.215000000000000080e+00 -1.598758195963958860e+05 3.097012986872521356e+00
1.245000000000000107e+00 -1.598735808076700487e+05 2.984209214658863463e+00
1.274999999999999911e+00 -1.598708887020495313e+05 3.095772636444495074e+00
1.304999999999999938e+00 -1.598707273768107407e+05 3.041668278101864686e+00
1.334999999999999964e+00 -1.598683669360773347e+05 3.044145959910624200e+00
1.364999999999999991e+00 -1.598723223570600676e+05 3.001326747599120548e+00
1.395000000000000018e+00 -1.598686705397379410e+05 2.832191195238040304e+00
1.425000000000000044e+00 -1.598703789383244293e+05 2.723850847900535666e+00
1.455000000000000071e+00 -1.598660543831159302e+05 2.508221533342922527e+00
1.485000000000000098e+00 -1.598682195214703388e+05 2.237422735104892091e+00
